	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-PER	I-PER	B-LOC	I-LOC	B-ORG	I-ORG	B-MISC	I-MISC	O
113	14	['the', 'number', 'of', 'casinos', 'has', 'soared', 'in', 'moscow', 'since', 'the', 'collapse', 'of', 'communism', '.']	1	4.5	['moscow']	0	6.0	7.142857142857142	0	0	1	0	0	0	0	0	13
114	10	['-', 'confrontation', 'is', 'escalating', 'between', 'hizbollah', 'and', 'the', 'government', '.']	0	5.9	['hizbollah']	0	9.0	10.0	0	0	0	0	1	0	0	0	9
115	8	['heerenveen', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.625	['heerenveen']	0	10.0	12.5	0	0	0	0	1	0	0	0	7
116	7	['for', ',', 'against', ',', 'points', ')', ':']	0	2.857142857142857	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
117	19	['it', 'said', 'the', 'row', 'started', 'when', 'popov', 'and', 'a', 'group', 'of', 'his', 'friends', 'were', 'returning', 'from', 'a', 'party', '.']	0	3.8421052631578947	['popov']	0	5.0	5.263157894736842	1	0	0	0	0	0	0	0	18
118	9	['msv', 'duisburg', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.111111111111111	['msv', 'duisburg']	0	5.5	22.22222222222222	0	0	0	0	1	1	0	0	7
119	8	['swindon', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.25	['swindon']	0	7.0	12.5	0	0	0	0	1	0	0	0	7
120	10	['-', 'new', 'orders', 'received', '(', 'billions', ')', '1.00', 'vs', '1.09']	0	3.8	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	10
121	48	"['""', 'i', 'would', 'like', 'to', 'no', '(', 'sic', ')', 'if', 'you', 'are', 'still', 'in', 'slavery', 'if', 'you', 'are', ',', 'it', 'will', 'not', 'be', 'long', 'before', 'we', 'shall', 'have', 'crushed', 'the', 'system', 'that', 'now', '$UNK$', 'you', 'for', 'in', 'the', 'course', 'of', 'three', 'months', 'you', 'shall', 'have', 'your', 'liberty', '.']"	1	3.4375	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	48
122	3	['$UNK$', 'russia', '8.03']	1	5.0	['russia']	0	6.0	33.33333333333333	0	0	1	0	0	0	0	0	2
123	7	['st', 'louis', '$NUM$', '$NUM$', '.523', '$NUM$', '1/2']	0	4.142857142857143	['st', 'louis']	0	3.5	28.57142857142857	0	0	0	0	1	1	0	0	5
124	7	['2.', 'john', 'mayock', '(', 'britain', ')', '$UNK$']	0	3.7142857142857144	['john', 'mayock', 'britain']	0	5.666666666666667	42.857142857142854	1	1	1	0	0	0	0	0	4
125	9	"['harding', 'says', 'others', 'have', 'done', 'the', 'same', '.', '""']"	0	3.7777777777777777	['harding']	0	7.0	11.11111111111111	1	0	0	0	0	0	0	0	8
126	5	['toronto', '$NUM$', '$NUM$', '.470', '$NUM$']	0	5.2	['toronto']	0	7.0	20.0	0	0	0	0	1	0	0	0	4
127	13	['jonathon', 'power', '(', 'canada', ')', 'beat', 'ahmed', 'barada', '(', 'egypt', ')', '11-15', '8-15']	1	4.0	['jonathon', 'power', 'canada', 'ahmed', 'barada', 'egypt']	1	5.833333333333333	46.15384615384615	2	2	2	0	0	0	0	0	7
128	34	"['the', 'names', 'had', 'been', 'scheduled', 'to', 'decide', 'whether', 'to', 'accept', 'or', 'reject', 'the', 'offer', 'by', '$NUM$', 'gmt', 'wednesday', ',', 'but', 'lloyd', ""'s"", 'chairman', 'david', 'rowland', 'said', 'on', 'tuesday', 'the', 'offer', 'would', 'be', 'extended', '.']"	1	4.411764705882353	"['names', 'gmt', 'lloyd', ""'s"", 'david', 'rowland']"	1	4.5	17.647058823529413	1	1	0	0	1	1	2	0	28
129	3	['new', 'york', '$UNK$']	0	4.0	['new', 'york']	0	3.5	66.66666666666666	0	0	1	1	0	0	0	0	1
130	31	['he', 'said', 'australian', 'diplomats', 'in', 'nairobi', 'were', 'working', 'with', 'the', 'roman', 'catholic', 'church', 'in', 'southern', 'sudan', 'and', 'with', 'u.s.', 'and', 'italian', 'diplomats', 'in', 'the', 'region', 'to', 'help', 'free', 'the', 'missionaries', '.']	0	4.935483870967742	['australian', 'nairobi', 'roman', 'catholic', 'sudan', 'u.s.', 'italian']	0	6.571428571428571	22.58064516129032	0	0	3	0	0	0	3	1	24
131	8	['atria', 'sees', 'h2', 'result', 'up', 'on', 'h1', '.']	0	3.0	['atria']	0	5.0	12.5	0	0	0	0	1	0	0	0	7
132	6	['lows', '$UNK$', '(', '$UNK$', ')', '.']	0	2.8333333333333335	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
133	11	"['soccer', '-', 'vogts', 'keeps', 'faith', 'with', 'euro', ""'"", '$NUM$', 'champions', '.']"	0	4.181818181818182	"['vogts', 'euro', ""'"", '$NUM$']"	0	3.75	36.36363636363637	1	0	0	0	0	0	1	1	7
134	8	['$UNK$', 'george', 'hincapie', '(', 'usa', ')', 'motorola', '$UNK$']	0	4.625	['george', 'hincapie', 'usa', 'motorola']	0	6.25	50.0	1	1	1	0	1	0	0	0	4
135	20	"['""', 'i', 'think', 'that', 'it', 'would', 'be', 'very', 'difficult', 'to', 'select', 'which', 'municipal', 'elections', 'would', 'have', 'to', 'be', 'cancelled', '.']"	0	4.35	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	20
136	31	"['this', 'year', ""'s"", 'harvest', 'is', 'down', 'from', 'last', 'year', ""'s"", '36.5', 'million', 'tonne', 'harvest', ',', 'which', 'in', 'turn', 'compares', 'with', '$NUM$', 'million', 'tonnes', 'in', '$NUM$', ',', 'the', 'year', 'before', 'independence', '.']"	1	4.387096774193548	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	31
137	7	['extras', '(', 'b-2', '$UNK$', '$UNK$', ')', '$NUM$']	1	3.7142857142857144	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
138	32	['the', 'statement', 'said', 'the', 'puk', 'resumed', 'its', 'attack', 'on', 'monday', 'morning', 'on', 'kdp', 'positions', 'near', '$UNK$', 'and', 'indiscriminately', 'shelled', 'the', 'town', 'of', 'dayana', ',', 'killing', 'a', 'priest', 'and', 'injuring', 'some', 'civilians', '.']	2	4.90625	['puk', 'kdp', '$UNK$', 'dayana']	1	4.25	12.5	0	0	1	0	2	0	0	0	28
139	11	['guillaume', 'raoux', '(', 'france', ')', 'vs.', 'filip', 'dewulf', '(', 'belgium', ')']	0	4.090909090909091	['guillaume', 'raoux', 'france', 'filip', 'dewulf', 'belgium']	0	6.333333333333333	54.54545454545454	2	2	2	0	0	0	0	0	5
140	9	['afghan', 'uae', 'embassy', 'says', 'taleban', 'guards', 'going', 'home', '.']	0	4.777777777777778	['afghan', 'uae', 'taleban']	0	5.333333333333333	33.33333333333333	0	0	1	0	0	0	2	0	6
141	10	['athletics', '-', 'salah', 'hissou', 'breaks', '10,000', 'metres', 'world', 'record', '.']	0	5.1	['salah', 'hissou']	0	5.5	20.0	1	1	0	0	0	0	0	0	8
142	23	"['the', 'train', 'was', 'derailed', 'when', 'a', 'corner', 'of', 'the', 'driver', ""'s"", 'compartment', 'caught', 'the', 'rear', 'of', 'the', 'truck', ',', 'the', 'spokesman', 'said', '.']"	0	4.130434782608695	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	23
143	20	['by', '$NUM$', 'gmt', 'the', 'shares', 'were', 'down', '1.70', 'guilders', 'to', '61.00', 'guilders', ',', 'falling', 'in', 'a', 'weaker', 'amsterdam', 'bourse', '.']	2	4.35	['gmt', 'amsterdam']	0	6.0	10.0	0	0	1	0	0	0	1	0	18
144	6	['$NUM$', 'seiki', 'okuda', '(', 'japan', ')']	0	3.6666666666666665	['seiki', 'okuda', 'japan']	0	5.0	50.0	1	1	1	0	0	0	0	0	3
145	21	['the', 'government', 'had', 'been', 'threatening', 'to', 'fire', 'the', 'workers', 'since', 'the', 'strike', 'began', 'on', 'tuesday', ',', 'saying', 'it', 'was', 'illegal', '.']	0	4.523809523809524	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	21
146	11	['the', 'july', 'index', 'matched', 'the', 'reading', 'for', 'july', ',', '$NUM$', '.']	1	3.909090909090909	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	11
147	9	['ajax', 'amsterdam', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.333333333333333	['ajax', 'amsterdam']	0	6.5	22.22222222222222	0	0	0	0	1	1	0	0	7
148	33	['under', 'the', 'election', 'rules', 'citizens', 'vote', 'for', 'a', 'three-man', 'presidency', 'and', 'house', 'of', 'representatives', 'for', 'all', '$UNK$', 'and', 'for', 'assemblies', 'and', 'cantonal', 'seats', 'in', 'either', 'the', '$UNK$', 'federation', 'or', 'the', 'republika', '$UNK$', '.']	0	5.151515151515151	['house', 'of', 'representatives', '$UNK$', '$UNK$', 'federation', 'republika', '$UNK$']	0	7.0	24.242424242424242	0	0	1	1	1	2	0	0	25
149	8	['internet', 'startup', 'funded', 'to', 'develop', 'java', 'software', '.']	0	5.375	['internet', 'startup', 'java']	0	6.333333333333333	37.5	0	0	0	0	1	1	1	0	5
150	3	['cleveland', 'at', 'detroit']	0	6.0	['cleveland', 'detroit']	0	8.0	66.66666666666666	0	0	1	0	1	0	0	0	1
151	19	['david', 'nainkin', '(', 'south', 'africa', ')', 'beat', '$NUM$', '-', 'wayne', 'ferreira', '(', 'south', 'africa', ')', '6-4', '6-4', '2-6', '7-5']	0	3.8421052631578947	['david', 'nainkin', 'south', 'africa', 'wayne', 'ferreira', 'south', 'africa']	0	5.875	42.10526315789473	2	2	2	2	0	0	0	0	11
152	2	['seoul', '$UNK$']	0	5.0	['seoul']	0	5.0	50.0	0	0	1	0	0	0	0	0	1
153	33	"['""', 'we', 'do', ""n't"", 'support', 'any', 'such', 'recommendation', 'because', 'we', 'do', ""n't"", 'see', 'any', 'grounds', 'for', 'it', ',', '""', 'the', 'commission', ""'s"", 'chief', 'spokesman', 'nikolaus', 'van', 'der', 'pas', 'told', 'a', 'news', 'briefing', '.']"	2	4.0606060606060606	['commission', 'nikolaus', 'van', 'der', 'pas']	2	5.4	15.151515151515152	1	3	0	0	1	0	0	0	28
154	8	['(', 'apr', '$NUM$', ')', '(', 'jan', '$NUM$', ')']	0	2.5	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	8
155	9	['$UNK$', 'jean-pierre', 'van', 'zyl', '(', 'south', 'africa', ')', '$UNK$']	1	4.444444444444445	['jean-pierre', 'van', 'zyl', 'south', 'africa']	1	5.6	55.55555555555556	1	2	1	1	0	0	0	0	4
156	16	['this', 'decision', 'will', 'result', 'in', 'the', 'reimbursement', 'by', 'medicare', 'of', '$', '81,000', 'in', 'disputed', 'costs', '.']	1	4.6875	['medicare']	0	8.0	6.25	0	0	0	0	0	0	1	0	15
157	10	['cricket', '-', 'gooch', 'to', 'play', 'another', 'season', 'for', 'essex', '.']	0	4.1	['gooch', 'essex']	0	5.0	20.0	1	0	1	0	0	0	0	0	8
158	37	"['pretoria', ',', 'aug', '$NUM$', '-', 'captain', 'sean', 'fitzpatrick', 'and', 'his', 'all', 'blacks', 'revisited', 'the', 'test', 'venue', 'today', 'to', 'relive', 'some', 'of', 'the', 'magic', 'moments', 'of', 'yesterday', ""'s"", 'momentous', 'rugby', 'victory', 'over', 'south', 'africa', ',', 'nzpa', 'reported', '.']"	3	4.675675675675675	['pretoria', 'sean', 'fitzpatrick', 'all', 'blacks', 'south', 'africa', 'nzpa']	1	5.875	21.62162162162162	1	1	2	1	2	1	0	0	29
159	36	"['acc', ""'s"", 'own', 'export', 'performance', 'was', 'marginally', 'better', 'than', 'in', '1994/95', 'on', 'account', 'of', 'a', '$NUM$', 'percent', 'rise', 'in', 'exports', 'to', 'nepal', 'and', 'the', 'opening', 'of', 'a', 'new', 'market', '-', 'sri', 'lanka', ',', 'he', 'said', '.']"	0	3.9722222222222223	['acc', 'nepal', 'sri', 'lanka']	0	4.0	11.11111111111111	0	0	2	1	1	0	0	0	32
160	23	['lauck', ',', 'from', 'lincoln', ',', 'nebraska', ',', 'yelled', 'a', 'tirade', 'of', 'abuse', 'at', 'the', 'court', 'after', 'his', 'conviction', 'for', 'inciting', 'racial', 'hatred', '.']	2	4.304347826086956	['lauck', 'lincoln', 'nebraska']	0	6.666666666666667	13.043478260869565	1	0	2	0	0	0	0	0	20
161	40	['thousands', 'of', 'books', 'were', 'banned', 'from', 'sale', 'in', 'the', 'west', 'bank', 'and', 'gaza', 'strip', 'by', 'the', 'israeli', 'military', 'authorities', 'before', 'the', 'jewish', 'state', 'handed', 'over', 'parts', 'of', 'the', 'two', 'areas', 'to', 'the', 'plo', 'under', 'a', 'self-rule', 'deal', 'in', '$NUM$', '.']	0	4.325	['west', 'bank', 'gaza', 'strip', 'israeli', 'jewish', 'plo']	0	4.714285714285714	17.5	0	0	2	2	1	0	2	0	33
162	4	['w', 'l', 'pct', 'gb']	0	1.75	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
163	14	['it', 'said', 'about', '$NUM$', 'iraqi', 'kurds', 'were', 'killed', 'or', 'wounded', 'in', 'the', 'attack', '.']	0	4.071428571428571	['iraqi', 'kurds']	0	5.0	14.285714285714285	0	0	0	0	0	0	1	1	12
164	7	['researchers', 'report', 'progress', 'in', 'muscular', 'dystrophy', '.']	0	6.428571428571429	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
165	7	['$UNK$', 'jeroen', 'blijlevens', '(', '$UNK$', ')', 'tvm']	0	4.428571428571429	['jeroen', 'blijlevens', '$UNK$', 'tvm']	0	6.0	57.14285714285714	1	1	0	0	1	0	0	0	3
166	6	['two', 'died', 'later', 'in', 'hospital', '.']	0	3.8333333333333335	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
167	9	['south', 'african', 'answers', 'u.s.', 'message', 'in', 'a', 'bottle', '.']	0	4.444444444444445	['south', 'african', 'u.s.']	0	5.333333333333333	33.33333333333333	0	0	1	0	0	0	1	1	6
168	47	['yeltsin', ',', '$NUM$', ',', 'has', 'kept', 'a', 'low', 'profile', 'since', 'he', 'was', 'reelected', 'in', 'july', ',', 'prompting', 'new', 'speculation', 'that', 'the', 'two', 'heart', 'attacks', 'he', 'suffered', 'last', 'year', 'and', 'a', 'rumoured', 'drinking', 'problem', 'could', 'be', 'taking', 'their', 'toll', ',', 'weakening', 'his', 'grip', 'on', 'affairs', 'of', 'state', '.']	3	4.340425531914893	['yeltsin']	0	7.0	2.127659574468085	1	0	0	0	0	0	0	0	46
169	9	['dole', 'blasts', 'clinton', 'for', 'ignoring', 'teen', 'drug', 'use', '.']	0	4.444444444444445	['dole', 'clinton']	0	5.5	22.22222222222222	2	0	0	0	0	0	0	0	7
170	13	['dally', 'randriantefy', '(', 'madagascar', ')', 'beat', 'jane', 'chi', '(', 'u.s.', ')', '6-3', '6-1']	0	4.0	['dally', 'randriantefy', 'madagascar', 'jane', 'chi', 'u.s.']	0	6.333333333333333	46.15384615384615	2	2	2	0	0	0	0	0	7
171	8	['metalurg', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.375	['metalurg']	0	8.0	12.5	0	0	0	0	1	0	0	0	7
172	2	['toronto', '$UNK$']	0	6.0	['toronto']	0	7.0	50.0	0	0	1	0	0	0	0	0	1
173	9	['western', 'reds', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.111111111111111	['western', 'reds']	0	5.5	22.22222222222222	0	0	0	0	1	1	0	0	7
174	35	"['""', 'the', 'islamic', 'republic', 'of', 'iran', 'has', 'reported', 'some', '$NUM$', 'new', 'cases', 'of', 'ceasefire', 'violations', 'by', 'the', 'iraqi', 'regime', 'between', 'march', '$NUM$', 'and', 'may', '$NUM$', ',', '$NUM$', ',', '""', 'it', 'reported', 'from', 'new', 'york', '.']"	0	4.228571428571429	['islamic', 'republic', 'of', 'iran', 'iraqi', 'new', 'york']	0	4.714285714285714	20.0	0	0	2	4	0	0	1	0	28
175	25	['a', 'kse', 'statement', 'said', 'the', 'recomposed', 'index', 'would', 'be', 'more', 'representative', ',', 'capturing', 'market', 'capitalisation', 'of', '82.3', 'percent', ',', 'up', 'from', '79.9', 'percent', 'previously', '.']	2	5.28	['kse']	0	3.0	4.0	0	0	0	0	1	0	0	0	24
176	4	['(', 'switzerland', ')', '$NUM$']	0	4.5	['switzerland']	0	11.0	25.0	0	0	1	0	0	0	0	0	3
177	31	['gough', 'later', 'bowled', 'moin', 'khan', 'with', 'an', 'inswinging', 'yorker', 'but', 'inzamam-ul-haq', ',', '$NUM$', 'not', 'out', ',', 'and', 'salim', 'malik', 'took', 'pakistan', 'to', '$NUM$', 'for', 'five', 'when', 'the', 'overs', 'ran', 'out', '.']	1	4.32258064516129	['gough', 'moin', 'khan', 'inzamam-ul-haq', 'salim', 'malik', 'pakistan']	0	6.428571428571429	22.58064516129032	4	2	1	0	0	0	0	0	24
178	2	['leon', 'barkho']	1	5.0	['leon', 'barkho']	1	5.0	100.0	1	1	0	0	0	0	0	0	0
179	33	"['milan', ""'s"", 'player', 'of', 'the', 'year', 'george', 'weah', 'missed', 'a', 'good', 'first', 'half', 'opportunity', 'but', 'otherwise', 'looked', 'a', 'little', 'rusty', 'while', 'italian', 'team', 'mate', 'roberto', 'baggio', 'did', 'not', 'play', 'due', 'to', 'injury', '.']"	0	4.484848484848484	['milan', 'george', 'weah', 'italian', 'roberto', 'baggio']	0	5.833333333333333	18.181818181818183	2	2	0	0	1	0	1	0	27
180	27	['two', 'key', 'players', 'left', 'a', 'brazilian', 'championship', 'match', 'early', 'on', 'sunday', 'because', 'they', 'had', 'to', 'catch', 'a', 'plane', 'to', 'russia', 'to', 'play', 'with', 'the', 'national', 'team', '.']	0	4.37037037037037	['brazilian', 'russia']	0	7.5	7.4074074074074066	0	0	1	0	0	0	1	0	25
181	2	['amsterdam', '$UNK$']	0	7.0	['amsterdam']	0	9.0	50.0	0	0	1	0	0	0	0	0	1
182	1	['6-2']	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	1
183	6	['san', 'diego', '$NUM$', '$NUM$', '.549', '-']	1	3.8333333333333335	['san', 'diego']	0	4.0	33.33333333333333	0	0	0	0	1	1	0	0	4
184	6	"['women', ""'s"", 'singles', ',', 'second', 'round']"	0	4.333333333333333	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
185	2	['sydney', '$UNK$']	0	5.5	['sydney']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
186	2	['manila', '$UNK$']	0	5.5	['manila']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
187	2	['london', '$UNK$']	0	5.5	['london']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
188	2	['auth', '.']	0	2.5	['auth', '.']	0	2.5	100.0	0	0	0	0	1	1	0	0	0
189	39	"['ruth', 'perry', ',', 'the', 'woman', 'with', 'the', 'task', 'of', 'uniting', 'liberia', ""'s"", 'squabbling', 'factions', 'around', 'the', 'latest', 'peace', 'plan', ',', 'will', 'be', 'formally', 'installed', 'as', 'head', 'of', 'the', 'ruling', 'state', 'council', 'next', 'tuesday', ',', 'a', 'council', 'statement', 'said', '.']"	2	4.512820512820513	['ruth', 'perry', 'liberia', 'state', 'council', 'council']	0	5.833333333333333	15.384615384615385	1	1	1	0	2	1	0	0	33
190	7	['5.', 'linford', 'christie', '(', 'britain', ')', '10.14']	0	4.428571428571429	['linford', 'christie', 'britain']	0	7.333333333333333	42.857142857142854	1	1	1	0	0	0	0	0	4
191	35	['of', 'the', '$NUM$', '$UNK$', 'size', 'corporations', 'surveyed', ',', '$NUM$', 'percent', 'had', 'undergone', 'a', 'major', 'restructuring', 'in', 'the', 'last', 'three', 'years', ',', 'and', 'more', 'than', 'two-thirds', 'reported', 'that', 'productivity', 'and', 'profits', 'were', 'up', 'as', 'result', '.']	0	4.942857142857143	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	35
192	16	['december', 'comex', 'settled', '0.35', 'cent', 'higher', 'at', '90.20', 'cents', ',', 'traded', '90.50', 'to', '89.40', 'cents', '.']	4	4.4375	['comex']	0	5.0	6.25	0	0	0	0	1	0	0	0	15
193	3	['california', 'at', 'baltimore']	0	7.0	['california', 'baltimore']	0	9.5	66.66666666666666	0	0	1	0	1	0	0	0	1
194	21	"['""', 'we', 'have', 'always', 'avoided', 'the', 'question', 'of', 'numbers', 'of', 'animals', 'to', 'be', 'slaughtered', ',', 'that', ""'s"", 'not', 'the', 'issue', '.']"	0	3.9523809523809526	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	21
195	30	['the', 'city', 'of', 'grozny', ',', 'pounded', 'by', 'russian', 'planes', 'and', 'artillery', 'for', 'hours', 'on', 'wednesday', ',', 'calmed', 'down', 'overnight', ',', 'although', 'sporadic', 'explosions', 'and', 'shooting', 'could', 'still', 'be', 'heard', '.']	3	4.833333333333333	['grozny', 'russian']	0	6.5	6.666666666666667	0	0	1	0	0	0	1	0	28
196	15	"['""', 'these', '(', 'writings', ')', 'are', 'not', 'only', 'poetic', 'but', 'a', 'linguistic', 'treasure', 'trove', '.']"	4	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	15
197	2	['johannesburg', '$UNK$']	0	8.5	['johannesburg']	0	12.0	50.0	0	0	1	0	0	0	0	0	1
198	11	['jonathan', 'lomas', ',', 'jose', 'rivero', '(', 'spain', ')', ',', 'robert', 'karlsson']	0	4.181818181818182	['jonathan', 'lomas', 'jose', 'rivero', 'spain', 'robert', 'karlsson']	0	6.0	63.63636363636363	3	3	1	0	0	0	0	0	4
199	20	['$NUM$', '-', 'rodney', 'eyles', '(', 'australia', ')', 'beat', 'zubair', 'jahan', 'khan', '(', 'pakistan', ')', '15-10', '15-8', '9-15', '13-15', '15-4', '.']	0	4.0	['rodney', 'eyles', 'australia', 'zubair', 'jahan', 'khan', 'pakistan']	0	6.142857142857143	35.0	2	3	2	0	0	0	0	0	13
200	16	['lisa', 'raymond', '(', 'u.s.', ')', 'beat', 'lori', 'mcneil', '(', 'u.s.', ')', '7-6', '(', '8-6', ')', '6-3']	1	3.0	['lisa', 'raymond', 'u.s.', 'lori', 'mcneil', 'u.s.']	1	4.833333333333333	37.5	2	2	2	0	0	0	0	0	10
201	6	['league', 'soccer', 'match', 'on', 'monday', ':']	0	4.333333333333333	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
202	29	"['""', 'at', 'the', 'same', 'time', ',', 'it', ""'s"", 'an', 'advantage', 'for', '$UNK$', 'that', 'it', 'has', 'a', 'foreign', 'management', 'which', 'perhaps', 'understands', 'the', 'market', 'better', ',', '""', 'erdei', 'added', '.']"	0	4.0	['$UNK$', 'erdei']	0	5.0	6.896551724137931	1	0	0	0	0	0	0	0	27
203	4	['pakistan', 'declared', 'their', 'first']	0	6.5	['pakistan']	0	8.0	25.0	0	0	1	0	0	0	0	0	3
204	7	['2.', 'patrick', 'sang', '(', 'kenya', ')', '$UNK$']	0	3.5714285714285716	['patrick', 'sang', 'kenya']	0	5.333333333333333	42.857142857142854	1	1	1	0	0	0	0	0	4
205	2	['30,000', '.']	0	3.5	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
206	5	['fortuna', 'sittard', '$NUM$', 'heerenveen', '$NUM$']	0	6.8	['fortuna', 'sittard', 'heerenveen']	0	8.0	60.0	0	0	0	0	2	1	0	0	2
207	7	['$UNK$', 'rubens', 'barrichello', '(', 'brazil', ')', '$NUM$']	0	5.0	['rubens', 'barrichello', 'brazil']	0	7.666666666666667	42.857142857142854	1	1	1	0	0	0	0	0	4
208	19	"['""', 'the', 'united', 'kingdom', 'looks', 'forward', 'to', 'the', 'early', 'signature', 'of', 'the', 'treaty', ',', '""', 'the', 'statement', 'said', '.']"	0	4.105263157894737	['united', 'kingdom']	0	6.5	10.526315789473683	0	0	1	1	0	0	0	0	17
209	44	"['tsang', ',', 'who', 'made', 'the', 'remarks', 'during', 'a', 'visit', 'to', 'new', 'zealand', ',', 'also', 'spoke', 'strongly', 'in', 'favour', 'of', 'keeping', 'the', 'hong', 'kong', 'dollar', 'pegged', 'to', 'its', 'u.s.', 'counterpart', ',', 'and', 'said', 'negotiations', 'with', 'china', 'on', 'next', 'year', ""'s"", 'budget', 'were', 'going', 'smoothly', '.']"	0	4.318181818181818	['tsang', 'new', 'zealand', 'hong', 'kong', 'u.s.', 'china']	0	4.571428571428571	15.909090909090908	1	0	4	2	0	0	0	0	37
210	10	['kapil', 'dev', '(', 'india', ')', '$NUM$', 'wickets', ',', '$NUM$', 'tests']	2	3.8	['kapil', 'dev', 'india']	2	4.333333333333333	30.0	1	1	1	0	0	0	0	0	7
211	2	['al', '$UNK$']	0	3.5	['al', '$UNK$']	0	3.5	100.0	0	0	0	0	1	0	0	0	0
212	10	"['baseball', '-', 'major', 'league', 'standings', 'after', 'thursday', ""'s"", 'games', '.']"	0	5.0	['major', 'league']	0	5.5	20.0	0	0	0	0	0	0	1	1	8
213	22	['bugno', 'tested', 'positive', 'for', 'the', 'banned', 'hormone', 'after', 'the', 'fifth', 'stage', 'of', 'the', 'tour', ',', 'in', 'which', 'he', 'finished', 'third', 'overall', '.']	0	4.363636363636363	['bugno', 'tour']	0	4.5	9.090909090909092	1	0	0	0	0	0	1	0	20
214	2	['bonn', '$UNK$']	0	4.5	['bonn']	0	4.0	50.0	0	0	1	0	0	0	0	0	1
215	13	['sandrine', 'testud', '(', 'france', ')', 'beat', 'pam', 'shriver', '(', 'u.s.', ')', '7-5', '6-2']	2	3.6923076923076925	['sandrine', 'testud', 'france', 'pam', 'shriver', 'u.s.']	2	5.666666666666667	46.15384615384615	2	2	2	0	0	0	0	0	7
216	6	['j.', 'crawley', 'b', 'waqar', 'younis', '$NUM$']	0	4.333333333333333	['j.', 'crawley', 'waqar', 'younis']	0	5.0	66.66666666666666	2	2	0	0	0	0	0	0	2
217	14	['$NUM$', '-', 'peter', 'nicol', '(', 'scotland', ')', 'beat', 'julian', 'wellings', '(', 'england', ')', '15-8']	1	4.071428571428571	['peter', 'nicol', 'scotland', 'julian', 'wellings', 'england']	1	6.5	42.857142857142854	2	2	2	0	0	0	0	0	8
218	45	"['they', 'have', 'not', 'lifted', 'a', 'european', 'trophy', 'since', '$NUM$', 'when', 'they', 'beat', 'barcelona', 'in', 'the', 'cup', 'winners', ""'"", 'cup', 'final', ',', 'and', 'their', 'one', 'and', 'only', 'european', 'cup', 'triumph', 'was', 'way', 'back', 'in', '$NUM$', ',', 'when', 'they', 'beat', 'benfica', 'of', 'portugal', '4-1', 'at', 'wembley', '.']"	0	4.088888888888889	"['european', 'trophy', 'barcelona', 'cup', 'winners', ""'"", 'cup', 'european', 'cup', 'benfica', 'portugal', 'wembley']"	0	5.833333333333333	26.666666666666668	0	0	2	0	2	0	3	5	33
219	24	"['an', 'orthopedic', 'surgeon', 'was', 'given', 'permission', 'by', 'the', 'child', ""'s"", 'parents', 'and', 'the', 'hospital', 'to', 'keep', 'the', 'foot', 'for', 'research', 'and', 'educational', 'purposes', '.']"	2	4.875	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	24
220	10	['put', 'd', '94.00', 'pct', '0.94', 'dem', '2.40', 'pct', '101.40', 'x']	2	3.3	['dem']	0	3.0	10.0	0	0	0	0	0	0	1	0	9
